date,exercise_id,set_order,weight,reps,notes,rpe
2022-04-11,51,3,60,20,"",
2022-04-11,47,1,35,14,"",
2022-04-11,47,2,35,14,"",
2022-04-11,47,3,35,14,"",
2022-04-13,5,1,135,4,"",
2022-04-13,5,2,135,3,"",
2022-04-13,5,3,135,2,"",
2022-04-13,13,1,0,8,"",
2022-04-13,13,2,0,7,"",
2022-04-13,13,3,0,5,"",
2022-04-13,32,1,32.5,15,"",
2022-04-13,32,2,32.5,12,"",
2022-04-13,32,3,32.5,10,"",
2022-04-13,32,4,32.5,9,"",
2022-04-13,45,1,45,9,"",
2022-04-13,45,2,45,11,"",
2022-04-13,45,3,45,10,"",
2022-04-13,62,1,5,15,"",
2022-04-13,62,2,5,14,"",
2022-04-13,62,3,5,14,"",
2022-04-13,38,1,17.5,14,"",
2022-04-13,38,2,17.5,10,"",
2022-04-13,38,3,17.5,8,"",
2022-04-13,12,1,20,12,"",
2022-04-13,12,2,20,13,"",
2022-04-13,12,3,20,11,"",
2022-04-15,1,1,150,5,"",
2022-04-15,1,2,150,6,"",
2022-04-15,1,3,150,6,"",
2022-04-15,1,4,150,5,"",
2022-04-15,1,5,150,4,"",
2022-04-15,20,1,145,12,"",
2022-04-15,20,2,145,11,"",
2022-04-15,20,3,145,8,"",
2022-04-15,19,1,190,11,"",
2022-04-15,19,2,190,13,"",
2022-04-15,19,3,190,12,"",
2022-04-15,3,1,65,16,"",
2022-04-15,3,2,65,16,"",
2022-04-15,3,3,65,14,"",
2022-04-15,4,1,50,15,"",
2022-04-15,4,2,50,15,"",
2022-04-15,4,3,50,15,"",
2022-04-15,51,1,45,15,"",
2022-04-15,51,2,45,15,"",
2022-04-15,51,3,45,15,"",
2022-04-16,48,1,30,11,"",
2022-04-16,48,2,30,10,"",
2022-04-16,48,3,30,9,"",
2022-04-16,48,4,30,9,"",
2022-04-16,25,1,45,11,"",
2022-04-16,25,2,45,10,"",
2022-04-16,25,3,45,12,"",
2022-04-16,25,4,45,10,"",
2022-04-16,69,1,30,11,"",
2022-04-16,69,2,30,10,"",
2022-04-16,69,3,30,10,"",
2022-04-16,9,1,0,11,"",
2022-04-16,9,2,0,10,"",
2022-04-16,9,3,0,7,"",
2022-04-16,62,1,0,8,"",
2022-04-16,62,2,0,7,"",
2022-04-16,62,3,0,7,"",
2022-04-16,52,1,0,15,"",
2022-04-16,52,2,0,16,"",
2022-04-16,52,3,0,16,"",
2022-04-17,14,1,35,13,"",
2022-04-17,14,2,35,13,"",
2022-04-17,14,3,35,13,"",
2022-04-17,14,4,35,13,"",
2022-04-17,50,1,50,13,"",
2022-04-17,50,2,50,13,"",
2022-04-17,50,3,50,12,"",
2022-04-17,46,1,60,15,"",
2022-04-17,46,2,75,14,"",
2022-04-17,46,3,75,14,"",
2022-04-17,37,1,75,15,"",
2022-04-17,37,2,90,11,"",
2022-04-17,37,3,75,11,"",
2022-04-18,40,1,215,5,"",
2022-04-18,40,2,215,5,"",
2022-04-18,40,3,215,5,"",
2022-04-18,40,4,215,4,"",
2022-04-18,40,5,215,4,"",
2022-04-18,2,1,32.5,10,"",
2022-04-18,2,2,32.5,14,"",
2022-04-18,2,3,32.5,10,"",
2022-04-18,29,1,45,10,"",
2022-04-18,29,2,45,10,"",
2022-04-18,29,3,45,7,"",
2022-04-18,3,1,55,16,"",
2022-04-18,3,2,55,15,"",
2022-04-18,3,3,55,14,"",
2022-04-18,4,1,85,16,"",
2022-04-18,4,2,85,15,"",
2022-04-18,4,3,85,14,"",
2022-04-18,51,1,60,20,"",
2022-04-18,51,2,60,18,"",
2022-04-18,51,3,60,16,"",
2022-04-18,47,1,35,14,"",
2022-04-18,47,2,35,14,"",
2022-04-18,47,3,35,14,"",
2022-04-20,5,1,135,5,"",
2022-04-20,5,2,135,3,"",
2022-04-20,5,3,135,3,"",
2022-04-20,13,1,0,10,"",
2022-04-20,13,2,0,7,"",
2022-04-20,13,3,0,5,"",
2022-04-20,32,1,35,12,"",
2022-04-20,32,2,35,8,"",
2022-04-20,32,3,35,7,"",
2022-04-20,32,4,35,7,"",
2022-04-20,45,1,45,11,"",
2022-04-20,45,2,45,10,"",
2022-04-20,45,3,45,10,"",
2022-04-20,62,1,5,14,"",
2022-04-20,62,2,5,12,"",
2022-04-20,62,3,5,13,"",
2022-04-20,38,1,15,12,"",
2022-04-20,38,2,15,10,"",
2022-04-20,38,3,15,10,"",
2022-04-20,27,1,30,10,"",
2022-04-20,27,2,30,12,"",
2022-04-20,27,3,30,11,"",
2022-04-22,1,1,155,5,"",
2022-04-22,1,2,155,5,"",
2022-04-22,1,3,155,5,"",
2022-04-22,1,4,155,5,"",
2022-04-22,20,1,150,12,"",
2022-04-22,20,2,150,11,"",
2022-04-22,20,3,150,10,"",
2022-04-22,57,1,125,13,"",
2022-04-22,57,2,125,11,"",
2022-04-22,57,3,125,7,"",
2022-04-22,51,1,60,18,"",
2022-04-22,51,2,60,18,"",
2022-04-22,51,3,60,17,"",
2022-04-22,3,1,55,14,"",
2022-04-22,3,2,55,13,"",
2022-04-22,3,3,55,12,"",
2022-04-22,4,1,85,15,"",
2022-04-22,4,2,85,14,"",
2022-04-22,4,3,85,13,"",
2022-04-23,48,1,30,13,"",
2022-04-23,48,2,30,12,"",
2022-04-23,48,3,30,11,"",
2022-04-23,48,4,30,10,"",
2022-04-23,25,1,45,12,"",
2022-04-23,25,2,45,11,"",
2022-04-23,25,3,45,6,"",
2022-04-23,25,4,45,6,"",
2022-04-23,26,1,24,13,"",
2022-04-23,26,2,24,10,"",
2022-04-23,26,3,24,10,"",
2022-04-23,9,1,0,13,"",
2022-04-23,9,2,0,11,"",
2022-04-23,9,3,0,8,"",
2022-04-23,62,1,5,12,"",
2022-04-23,62,2,5,8,"",
2022-04-23,62,3,5,8,"",
2022-04-23,44,1,12.5,12,"",
2022-04-23,44,2,12.5,18,"",
2022-04-23,44,3,12.5,18,"",
2022-04-23,63,1,5,12,"",
2022-04-23,63,2,7.5,10,"",
2022-04-23,63,3,5,10,"",
2022-04-24,61,1,70,12,"",
2022-04-24,61,2,70,12,"",
2022-04-24,61,3,70,13,"",
2022-04-24,61,4,70,11,"",
2022-04-24,50,1,30,15,"",
2022-04-24,50,2,30,12,"",
2022-04-24,50,3,30,10,"",
2022-04-24,46,1,70,13,"",
2022-04-24,46,2,70,13,"",
2022-04-24,46,3,70,12,"",
2022-04-24,71,1,7.5,18,"",
2022-04-24,71,2,10,14,"",
2022-04-24,71,3,10,11,"",
2022-04-24,60,1,17.5,15,"",
2022-04-24,60,2,17.5,13,"",
2022-04-24,60,3,17.5,11,"",
2022-04-24,38,1,15,14,"",
2022-04-24,38,2,15,13,"",
2022-04-24,38,3,15,12,"",
2022-04-24,45,1,45,9,"",
2022-04-24,45,2,45,8,"",
2022-04-24,45,3,45,7,"",
2022-04-25,40,1,230,5,"",
2022-04-25,40,2,230,5,"",
2022-04-25,40,3,230,4,"",
2022-04-25,40,4,230,4,"",
2022-04-25,40,5,230,3,"",
2022-04-25,2,1,30,11,"",
2022-04-25,2,2,30,8,"",
2022-04-25,2,3,30,7,"",
2022-04-25,4,1,85,14,"",
2022-04-25,4,2,85,13,"",
2022-04-25,4,3,85,13,"",
2022-04-25,3,1,55,15,"",
2022-04-25,3,2,55,13,"",
2022-04-25,47,1,35,15,"",
2022-04-25,47,2,35,14,"",
2022-04-25,47,3,35,14,"",
2022-04-25,51,1,80,14,"",
2022-04-25,51,2,80,13,"",
2022-04-25,51,3,80,13,"",
2022-04-27,5,1,130,5,"",
2022-04-27,5,2,130,5,"",
2022-04-27,5,3,130,5,"",
2022-04-27,5,4,130,4,"",
2022-04-27,5,5,130,2,"",
2022-04-27,13,1,0,10,"",
2022-04-27,13,2,0,7,"",
2022-04-27,13,3,0,5,"",
2022-04-27,32,1,35,12,"",
2022-04-27,32,2,35,8,"",
2022-04-27,32,3,35,7,"",
2022-04-27,37,1,75,13,"",
2022-04-27,37,2,75,12,"",
2022-04-27,37,3,75,11,"",
2022-04-27,10,1,12,12,"",
2022-04-27,10,2,12,12,"",
2022-04-27,10,3,12,12,"",
2022-04-27,59,1,15,13,"",
2022-04-27,59,2,15,12,"",
2022-04-27,59,3,15,12,"",
2022-04-27,12,1,40,16,"",
2022-04-27,12,2,40,12,"",
2022-04-27,12,3,40,12,"",
2022-04-28,1,1,160,5,"",
2022-04-28,1,2,150,5,"",
2022-04-28,1,3,150,4,"",
2022-04-28,1,4,150,4,"",
2022-04-28,19,1,190,15,"",
2022-04-28,19,2,190,14,"",
2022-04-28,19,3,190,13,"",
2022-04-28,20,1,150,11,"",
2022-04-28,20,2,150,9,"",
2022-04-28,20,3,150,7,"",
2022-04-28,56,1,190,10,"",
2022-04-28,56,2,190,9,"",
2022-04-28,56,3,190,9,"",
2022-04-28,3,1,60,14,"",
2022-04-28,3,2,60,13,"",
2022-04-28,3,3,60,13,"",
2022-04-30,48,1,30,11,"",
2022-04-30,48,2,30,10,"",
2022-04-30,48,3,30,8,"",
2022-04-30,48,4,30,8,"",
2022-04-30,25,1,45,11,"Had help on last two sets",
2022-04-30,25,2,45,9,"",
2022-04-30,25,3,45,9,"",
2022-04-30,25,4,45,9,"",
2022-04-30,26,1,0,12,"",
2022-04-30,26,2,0,11,"",
2022-04-30,26,3,0,10,"",
2022-04-30,9,1,0,10,"",
2022-04-30,9,2,0,12,"",
2022-04-30,9,3,0,10,"",
2022-04-30,10,1,12,12,"",
2022-04-30,10,2,12,11,"",
2022-04-30,10,3,12,10,"",
2022-04-30,44,1,12,15,"",
2022-04-30,44,2,12,14,"",
2022-04-30,44,3,12,13,"",
2022-04-30,63,1,0,8,"",
2022-04-30,63,2,0,7,"",
2022-04-30,63,3,0,7,"",
2022-05-01,14,1,35,12,"",
2022-05-01,14,2,35,13,"",
2022-05-01,14,3,35,11,"",
2022-05-01,14,4,35,9,"",
2022-05-01,50,1,60,15,"",
2022-05-01,50,2,60,13,"",
2022-05-01,50,3,60,11,"",
2022-05-01,46,1,75,11,"",
2022-05-01,46,2,75,13,"",
2022-05-01,46,3,75,11,"",
2022-05-01,37,1,75,14,"",
2022-05-01,37,2,75,12,"",
2022-05-01,37,3,75,10,"",
2022-05-01,71,1,0,16,"",
2022-05-01,71,2,0,14,"",
2022-05-01,71,3,0,14,"",
2022-05-01,38,1,15,15,"",
2022-05-01,38,2,15,12,"",
2022-05-01,38,3,15,10,"",
2022-05-01,60,1,15,11,"",
2022-05-01,60,2,15,12,"",
2022-05-01,60,3,15,10,"",
2022-05-02,40,1,235,4,"",
2022-05-02,40,2,235,4,"",
2022-05-02,40,3,235,2,"",
2022-05-02,2,1,30,10,"",
2022-05-02,2,2,30,14,"",
2022-05-02,2,3,30,11,"",
2022-05-02,4,1,65,12,"",
2022-05-02,4,2,55,14,"",
2022-05-02,4,3,55,13,"",
2022-05-02,3,1,75,14,"",
2022-05-02,3,2,75,12,"",
2022-05-02,3,3,75,10,"",
2022-05-02,47,1,45,15,"",
2022-05-02,47,2,45,13,"",
2022-05-02,47,3,45,11,"",
2022-05-02,51,1,45,15,"",
2022-05-02,51,2,45,14,"",
2022-05-02,51,3,45,14,"",
2022-05-04,5,1,135,4,"",
2022-05-04,5,2,135,3,"",
2022-05-04,5,3,125,5,"",
2022-05-04,5,4,125,4,"",
2022-05-04,13,1,0,9,"",
2022-05-04,13,2,0,7,"",
2022-05-04,13,3,0,3,"",
2022-05-04,45,1,45,10,"",
2022-05-04,45,2,45,9,"",
2022-05-04,45,3,45,8,"",
2022-05-04,69,1,30,14,"",
2022-05-04,69,2,30,12,"",
2022-05-04,69,3,30,11,"",
2022-05-04,10,1,12,11,"",
2022-05-04,10,2,10,12,"",
2022-05-04,10,3,10,11,"",
2022-05-04,59,1,15,15,"",
2022-05-04,59,2,15,13,"",
2022-05-04,59,3,15,12,"",
2022-05-04,12,1,40,12,"",
2022-05-04,12,2,40,10,"",
2022-05-04,12,3,40,5,"",
2022-05-06,1,1,150,6,"",
2022-05-06,1,2,150,5,"",
2022-05-06,1,3,140,6,"",
2022-05-06,1,4,140,5,"",
2022-05-06,1,5,135,2,"",
2022-05-06,1,6,135,3,"",
2022-05-06,20,1,145,13,"",
2022-05-06,20,2,150,11,"",
2022-05-06,20,3,150,10,"",
2022-05-06,19,1,230,11,"",
2022-05-06,19,2,230,8,"",
2022-05-06,3,1,60,14,"",
2022-05-06,3,2,60,12,"",
2022-05-06,3,3,60,11,"",
2022-05-06,4,1,55,14,"",
2022-05-06,4,2,55,13,"",
2022-05-06,47,1,45,13,"",
2022-05-06,47,2,45,12,"",
2022-05-06,47,3,45,12,"",
2022-05-07,48,1,30,12,"",
2022-05-07,48,2,30,10,"",
2022-05-07,48,3,30,8,"",
2022-05-07,48,4,30,8,"",
2022-05-07,25,1,45,13,"",
2022-05-07,25,2,50,11,"",
2022-05-07,25,3,50,7,"",
2022-05-07,25,4,50,6,"",
2022-05-07,26,1,0,14,"",
2022-05-07,26,2,0,13,"",
2022-05-07,26,3,0,12,"",
2022-05-07,9,1,0,15,"",
2022-05-07,9,2,0,12,"",
2022-05-07,9,3,0,11,"",
2022-05-07,62,1,0,8,"",
2022-05-07,62,2,0,7,"",
2022-05-07,62,3,0,6,"",
2022-05-07,44,1,12,18,"",
2022-05-07,44,2,12,15,"",
2022-05-07,44,3,12,13,"",
2022-05-07,79,1,0,8,"",
2022-05-07,79,2,0,6,"",
2022-05-08,14,1,35,12,"",
2022-05-08,14,2,35,12,"",
2022-05-08,14,3,35,13,"",
2022-05-08,14,4,35,11,"",
2022-05-08,50,1,60,15,"",
2022-05-08,50,2,70,10,"",
2022-05-08,50,3,70,8,"",
2022-05-08,37,1,75,13,"",
2022-05-08,37,2,75,11,"",
2022-05-08,37,3,75,9,"",
2022-05-08,71,1,0,15,"",
2022-05-08,71,2,0,15,"",
2022-05-08,71,3,0,12,"",
2022-05-08,46,1,75,11,"",
2022-05-08,46,2,75,11,"",
2022-05-08,46,3,75,10,"",
2022-05-09,40,1,230,5,"",
2022-05-09,40,2,230,4,"",
2022-05-09,40,3,230,3,"",
2022-05-09,2,1,35,10,"",
2022-05-09,2,2,35,7,"",
2022-05-09,2,3,35,6,"",
2022-05-09,3,1,70,15,"",
2022-05-09,3,2,70,13,"",
2022-05-11,5,1,115,6,"",
2022-05-11,5,2,115,5,"",
2022-05-11,5,3,115,5,"",
2022-05-11,13,1,0,7,"",
2022-05-11,13,2,0,5,"",
2022-05-11,13,3,0,5,"",
2022-05-11,32,1,30,8,"",
2022-05-11,32,2,30,7,"",
2022-05-11,32,3,30,6,"",
2022-05-11,12,1,30,15,"",
2022-05-11,12,2,40,7,"",
2022-05-11,12,3,40,7,"",
2022-05-11,38,1,15,7,"",
2022-05-11,38,2,15,7,"",
2022-05-11,38,3,15,7,"",
2022-05-12,1,1,140,5,"",
2022-05-12,1,2,145,5,"",
2022-05-12,1,3,150,5,"",
2022-05-12,19,1,190,13,"",
2022-05-12,19,2,190,8,"",
2022-05-12,19,3,190,8,"",
2022-05-12,20,1,135,12,"",
2022-05-12,20,2,135,10,"",
2022-05-12,20,3,135,8,"",
2022-05-13,48,1,30,11,"",
2022-05-13,48,2,30,9,"",
2022-05-13,48,3,30,7,"",
2022-05-13,25,1,45,8,"",
2022-05-13,25,2,50,7,"",
2022-05-13,25,3,50,7,"",
2022-05-13,26,1,0,8,"",
2022-05-13,26,2,0,8,"",
2022-05-13,26,3,0,8,"",
2022-05-13,62,1,0,6,"",
2022-05-13,62,2,0,6,"",
2022-05-13,79,1,0,10,"",
2022-05-13,79,2,0,10,"",
2022-05-15,14,1,35,8,"",
2022-05-15,14,2,35,7,"",
2022-05-15,14,3,35,7,"",
2022-05-15,50,1,50,10,"",
2022-05-15,50,2,50,8,"",
2022-05-15,50,3,50,8,"",
2022-05-15,37,1,75,9,"",
2022-05-15,37,2,75,8,"",
2022-05-15,37,3,75,7,"",
2022-05-15,46,1,75,10,"",
2022-05-15,46,2,75,9,"",
2022-05-15,46,3,75,9,"",
2022-05-16,40,1,210,4,"",
2022-05-16,40,2,210,4,"",
2022-05-16,40,3,190,3,"",
2022-05-16,3,1,60,10,"",
2022-05-16,3,2,60,9,"",
2022-05-16,3,3,60,8,"",
2022-05-16,4,1,45,11,"",
2022-05-16,4,2,45,10,"",
2022-05-16,4,3,45,9,"",
2022-05-16,31,1,75,12,"",
2022-05-16,31,2,75,11,"",
2022-05-16,31,3,75,10,"",
2022-05-18,1,1,145,5,"",6.5
2022-05-18,1,2,125,8,"",7.5
2022-05-18,1,3,125,8,"",
2022-05-18,80,1,65,8,"",9
2022-05-18,80,2,65,7,"",9.5
2022-05-18,80,3,65,6,"",
2022-05-18,72,1,30,10,"",7.5
2022-05-18,72,2,40,10,"",8.5
2022-05-18,72,3,35,9,"",7.5
2022-05-18,45,1,45,10,"",7.5
2022-05-18,45,2,45,15,"",9
2022-05-18,45,3,45,13,"",
2022-05-18,60,1,15,19,"",9.5
2022-05-18,60,2,12,24,"",10
2022-05-18,60,3,12,21,"",
2022-05-19,40,1,210,4,"",
2022-05-19,40,2,210,4,"",
2022-05-19,40,3,210,4,"",
2022-05-19,5,1,130,3,"",7.5
2022-05-19,5,2,100,10,"",
2022-05-19,5,3,100,10,"",9.5
2022-05-19,81,1,60,20,"",
2022-05-19,81,2,60,20,"",
2022-05-19,81,3,60,20,"",
2022-05-19,13,1,0,7,"",
2022-05-19,13,2,0,7,"",
2022-05-19,13,3,0,5,"",
2022-05-19,27,1,30,12,"",
2022-05-19,27,2,30,11,"",
2022-05-19,27,3,30,11,"",
2022-05-19,31,1,75,20,"",
2022-05-19,31,2,90,13,"",
2022-05-19,31,3,105,10,"",
2022-05-19,31,4,105,9,"",
2022-05-21,1,1,155,4,"",7.5
2022-05-21,1,2,155,4,"",
2022-05-21,1,3,155,4,"",
2022-05-21,9,1,0,16,"",9.5
2022-05-21,9,2,0,13,"",
2022-05-21,9,3,0,11,"",
2022-05-21,50,1,50,13,"",
2022-05-21,50,2,70,11,"",
2022-05-21,50,3,70,10,"",
2022-05-21,50,4,70,10,"",
2022-05-21,82,1,50,17,"",
2022-05-21,82,2,50,16,"",
2022-05-21,82,3,50,15,"",
2022-05-21,82,4,50,15,"",
2022-05-21,38,1,15,14,"",
2022-05-21,38,2,15,12,"",
2022-05-21,38,3,15,11,"",
2022-05-21,83,1,0,10,"",
2022-05-21,83,2,0,10,"",
2022-05-21,83,3,0,10,"",
2022-05-22,40,1,195,2,"",
2022-05-22,40,2,195,2,"",
2022-05-22,40,3,195,2,"",
2022-05-22,40,4,195,2,"",
2022-05-22,45,1,45,11,"",7.5
2022-05-22,45,2,45,10,"",
2022-05-22,45,3,45,9,"",
2022-05-22,5,1,115,5,"",9
2022-05-22,5,2,115,5,"",
2022-05-22,5,3,115,5,"",
2022-05-22,72,1,40,8,"",
2022-05-22,72,2,40,8,"",
2022-05-22,72,3,40,8,"",
2022-05-22,84,1,30,21,"",
2022-05-22,84,2,30,15,"",
2022-05-22,84,3,30,15,"",
2022-05-22,40,1,195,2,"",
2022-05-22,40,2,195,2,"",
2022-05-22,40,3,195,2,"",
2022-05-22,40,4,195,2,"",
2022-05-22,45,1,45,11,"",7.5
2022-05-22,45,2,45,10,"",
2022-05-22,45,3,45,9,"",
2022-05-22,5,1,115,5,"",9
2022-05-22,5,2,115,5,"",
2022-05-22,5,3,115,5,"",
2022-05-22,72,1,40,8,"",
2022-05-22,72,2,40,8,"",
2022-05-22,72,3,40,8,"",
2022-05-22,84,1,30,21,"",
2022-05-22,84,2,30,15,"",
2022-05-22,84,3,30,15,"",
2022-05-23,39,1,30,15,"",8.5
2022-05-23,39,2,30,15,"",
2022-05-23,39,3,30,14,"",
2022-05-23,27,1,30,12,"",
2022-05-23,27,2,30,11,"",
2022-05-23,27,3,30,11,"",
2022-05-23,85,1,15,21,"",
2022-05-23,85,2,15,19,"",
2022-05-23,85,3,15,18,"",
2022-05-23,86,1,40,21,"",
2022-05-23,86,2,50,21,"",
2022-05-23,86,3,60,21,"",
2022-05-23,10,1,12,11,"",
2022-05-23,10,2,10,18,"",
2022-05-23,10,3,10,15,"",
2022-05-23,87,1,0,8,"",
2022-05-23,87,2,0,7,"",
2022-05-23,87,3,0,5,"",
2022-05-23,31,1,105,18,"",
2022-05-23,31,2,135,12,"",
2022-05-23,31,3,135,11,"",
2022-05-26,40,1,210,3,"",8
2022-05-26,40,2,210,3,"",
2022-05-26,40,3,210,3,"",
2022-05-26,4,1,45,10,"",
2022-05-26,4,2,60,12,"",7
2022-05-26,4,3,70,9,"",9
2022-05-26,4,4,65,9,"",
2022-05-26,88,1,135,9,"",
2022-05-26,88,2,145,8,"",8.5
2022-05-26,31,1,105,15,"",
2022-05-26,31,2,150,11,"",
2022-05-26,31,3,150,11,"",
2022-05-26,31,4,150,11,"",
2022-05-26,89,1,0,10,"",
2022-05-26,89,2,0,8,"",
2022-05-26,89,3,0,8,"",
2022-05-27,5,1,135,2,"",9
2022-05-27,5,2,115,6,"",8
2022-05-27,5,3,115,6,"",
2022-05-27,5,4,115,6,"",
2022-05-27,90,1,0,9,"",
2022-05-27,90,2,0,10,"",
2022-05-27,90,3,0,8,"",
2022-05-27,80,1,70,5,"",
2022-05-27,80,2,70,4,"",
2022-05-27,80,3,70,3,"",
2022-05-27,91,1,25,12,"",
2022-05-27,91,2,25,12,"",
2022-05-27,82,1,50,20,"",
2022-05-27,82,2,50,19,"",
2022-05-27,82,3,50,16,"",
2022-05-27,10,1,10,18,"",
2022-05-27,10,2,10,17,"",
2022-05-27,10,3,10,16,"",
2022-05-27,28,1,50,20,"",
2022-05-27,28,2,60,18,"",
2022-05-27,28,3,60,17,"",
2022-05-27,92,1,15,15,"",
2022-05-27,92,2,15,14,"",
2022-05-27,92,3,15,11,"",
2022-05-29,1,1,145,6,"",7.5
2022-05-29,1,2,145,6,"",
2022-05-29,1,3,145,6,"",8
2022-05-29,3,1,65,15,"",7
2022-05-29,3,2,75,14,"",8.5
2022-05-29,20,1,135,10,"Grip strength failing",7.5
2022-05-29,20,2,135,10,"",
2022-05-29,20,3,135,10,"",
2022-05-29,31,1,105,20,"",
2022-05-29,31,2,105,18,"",
2022-05-29,31,3,105,16,"",
2022-05-29,31,4,105,15,"",9.5
2022-05-29,81,1,60,20,"",7
2022-05-29,81,2,65,18,"",
2022-05-29,81,3,65,15,"",
2022-05-30,93,1,110,11,"",
2022-05-30,93,2,105,12,"",
2022-05-30,93,3,105,10,"",
2022-05-30,9,1,0,9,"",
2022-05-30,9,2,0,7,"",
2022-05-30,9,3,0,6,"",
2022-05-30,13,1,0,6,"",
2022-05-30,13,2,0,4,"",
2022-05-30,13,3,0,4,"",
2022-05-30,35,1,95,10,"",
2022-05-30,35,2,95,7,"",
2022-05-30,35,3,95,7,"",
2022-05-30,94,1,50,10,"",
2022-05-30,94,2,50,10,"",
2022-05-30,94,3,50,10,"",
2022-05-30,39,1,40,12,"",
2022-05-30,39,2,40,11,"",
2022-05-30,39,3,40,10,"",
2022-05-30,27,1,30,12,"",
2022-05-30,27,2,30,11,"",
2022-05-30,27,3,30,11,"",
2022-06-01,1,1,150,8,"",
2022-06-01,1,2,145,6,"",8
2022-06-01,1,3,145,6,"",
2022-06-01,72,1,35,10,"",7
2022-06-01,72,2,35,9,"",
2022-06-01,80,1,60,8,"",
2022-06-01,80,2,60,7,"",
2022-06-01,80,3,60,7,"",
2022-06-01,60,1,12,18,"",
2022-06-01,60,2,12,15,"",
2022-06-01,60,3,12,15,"",
2022-06-01,45,1,45,11,"",
2022-06-01,45,2,45,11,"",
2022-06-01,45,3,45,11,"",
2022-06-02,40,1,220,2,"",
2022-06-02,40,2,220,2,"",
2022-06-02,40,3,220,2,"",
2022-06-02,40,4,220,2,"",
2022-06-02,81,1,65,20,"",
2022-06-02,81,2,65,20,"",
2022-06-02,5,1,115,6,"",8.5
2022-06-02,5,2,110,8,"",
2022-06-02,5,3,110,8,"",
2022-06-02,13,1,0,8,"",
2022-06-02,13,2,0,7,"",
2022-06-02,13,3,0,6,"",
2022-06-02,95,1,30,12,"",7.5
2022-06-02,95,2,40,11,"",
2022-06-02,95,3,40,8,"",
2022-06-02,31,1,165,9,"",
2022-06-02,31,2,160,8,"",
2022-06-02,31,3,160,7,"",
2022-06-03,39,1,30,15,"",
2022-06-03,39,2,30,15,"",
2022-06-03,39,3,30,15,"",
2022-06-03,27,1,30,12,"",
2022-06-03,27,2,30,12,"",
2022-06-03,27,3,30,12,"",
2022-06-03,85,1,12,21,"",
2022-06-03,85,2,12,21,"",
2022-06-03,85,3,12,19,"",
2022-06-03,86,1,60,21,"",
2022-06-03,86,2,60,21,"",
2022-06-03,31,1,135,12,"",
2022-06-03,31,2,135,12,"",
2022-06-03,31,3,135,12,"",
2022-06-03,10,1,10,20,"",
2022-06-03,10,2,10,20,"",
2022-06-03,10,3,10,20,"",
2022-06-03,87,1,0,10,"",
2022-06-05,1,1,155,4,"",7.5
2022-06-05,1,2,155,4,"",
2022-06-05,1,3,155,4,"",8
2022-06-05,1,4,155,4,"",
2022-06-05,9,1,0,13,"",
2022-06-05,9,2,0,12,"",
2022-06-05,9,3,0,10,"",
2022-06-05,50,1,40,10,"",
2022-06-05,50,2,50,13,"",
2022-06-05,50,3,50,12,"",
2022-06-05,50,4,50,12,"",
2022-06-05,38,1,12,5,"",
2022-06-05,38,2,15,15,"",
2022-06-05,38,3,15,12,"",
2022-06-05,38,4,15,10,"",
2022-06-05,82,1,50,16,"",
2022-06-05,82,2,40,18,"",
2022-06-05,82,3,40,17,"",
2022-06-05,82,4,40,17,"",
2022-06-06,40,1,200,2,"Paused",
2022-06-06,40,2,200,2,"",
2022-06-06,40,3,200,2,"",
2022-06-06,40,4,200,2,"",
2022-06-06,5,1,115,5,"Paused",
2022-06-06,5,2,115,5,"",
2022-06-06,5,3,115,5,"",
2022-06-06,5,4,115,4,"",
2022-06-06,45,1,45,10,"",
2022-06-06,45,2,45,10,"",
2022-06-06,45,3,45,10,"",
2022-06-06,72,1,40,4,"",
2022-06-06,72,2,35,8,"",
2022-06-06,72,3,35,8,"",
2022-06-06,84,1,30,24,"",
2022-06-06,84,2,30,20,"",
2022-06-06,84,3,30,17,"",
2022-06-08,40,1,240,2,"",8.5
2022-06-08,40,2,210,3,"",8
2022-06-08,40,3,210,3,"",
2022-06-08,40,4,210,3,"",
2022-06-08,4,1,65,7,"",
2022-06-08,4,2,65,8,"",
2022-06-08,4,3,65,8,"",
2022-06-08,47,1,45,10,"",
2022-06-08,47,2,45,11,"",
2022-06-08,47,3,45,10,"",
2022-06-08,47,4,45,10,"",
2022-06-08,88,1,140,8,"",7.5
2022-06-08,88,2,140,8,"",8.5
2022-06-08,89,1,0,10,"",
2022-06-08,89,2,0,10,"",
2022-06-08,89,3,0,9,"",
2022-06-09,5,1,110,9,"Flat back",
2022-06-09,5,2,105,9,"",
2022-06-09,5,3,105,8,"",
2022-06-09,90,1,0,8,"",
2022-06-09,90,2,0,8,"",
2022-06-09,90,3,0,8,"",
2022-06-09,80,1,70,5,"/push press",
2022-06-09,80,2,70,4,"",
2022-06-09,80,3,65,4,"",
2022-06-09,91,1,25,12,"",
2022-06-09,91,2,20,12,"",
2022-06-09,91,3,20,12,"",
2022-06-09,82,1,40,18,"",
2022-06-09,82,2,40,17,"",
2022-06-09,82,3,40,16,"",
2022-06-09,10,1,10,13,"",
2022-06-09,10,2,10,12,"",
2022-06-09,10,3,10,12,"",
2022-06-09,28,1,60,18,"",
2022-06-09,28,2,60,18,"",
2022-06-09,28,3,60,18,"",
2022-06-09,92,1,15,15,"",
2022-06-09,92,2,15,13,"",
2022-06-09,92,3,15,13,"",
2022-06-12,1,1,145,6,"",
