date,workout_number,duration,set_order,weight,reps,distance,seconds,notes,workout_notes,rpe,exercise_id
2021-09-29 09:55:00,Evening Workout,1h 20m,1,120.0,11,0,0,,,,1
2021-09-29 09:55:00,Evening Workout,1h 20m,2,120.0,10,0,0,,,,1
2021-09-29 09:55:00,Evening Workout,1h 20m,3,120.0,10,0,0,,,,1
2021-09-29 09:55:00,Evening Workout,1h 20m,4,120.0,10,0,0,,,,1
2021-09-29 09:55:00,Evening Workout,1h 20m,1,25.0,6,0,0,,,,2
2021-09-29 09:55:00,Evening Workout,1h 20m,2,25.0,6,0,0,,,,2
2021-09-29 09:55:00,Evening Workout,1h 20m,3,25.0,6,0,0,,,,2
2021-09-29 09:55:00,Evening Workout,1h 20m,1,85.0,15,0,0,,,,3
2021-09-29 09:55:00,Evening Workout,1h 20m,2,85.0,12,0,0,,,,3
2021-09-29 09:55:00,Evening Workout,1h 20m,3,85.0,10,0,0,,,,3
2021-09-29 09:55:00,Evening Workout,1h 20m,4,55.0,9,0,0,,,,3
2021-09-29 09:55:00,Evening Workout,1h 20m,5,40.0,7,0,0,,,,3
2021-09-29 09:55:00,Evening Workout,1h 20m,1,85.0,16,0,0,,,,4
2021-09-29 09:55:00,Evening Workout,1h 20m,2,100.0,15,0,0,,,,4
2021-09-29 09:55:00,Evening Workout,1h 20m,3,100.0,14,0,0,,,,4
2021-09-29 09:55:00,Evening Workout,1h 20m,4,70.0,10,0,0,,,,4
2021-09-29 09:55:00,Evening Workout,1h 20m,5,40.0,10,0,0,,,,4
2021-10-01 10:51:30,Morning Workout,1h 9m,1,95.0,12,0,0,,,,5
2021-10-01 10:51:30,Morning Workout,1h 9m,2,95.0,12,0,0,,,,5
2021-10-01 10:51:30,Morning Workout,1h 9m,3,95.0,10,0,0,,,,5
2021-10-01 10:51:30,Morning Workout,1h 9m,4,95.0,8,0,0,,,,5
2021-10-01 10:51:30,Morning Workout,1h 9m,1,30.0,12,0,0,,,,6
2021-10-01 10:51:30,Morning Workout,1h 9m,2,30.0,12,0,0,,,,6
2021-10-01 10:51:30,Morning Workout,1h 9m,3,30.0,12,0,0,,,,6
2021-10-01 10:51:30,Morning Workout,1h 9m,1,25.0,8,0,0,,,,7
2021-10-01 10:51:30,Morning Workout,1h 9m,2,20.0,10,0,0,,,,7
2021-10-01 10:51:30,Morning Workout,1h 9m,3,20.0,10,0,0,,,,7
2021-10-01 10:51:30,Morning Workout,1h 9m,1,10.0,10,0,0,,,,8
2021-10-01 10:51:30,Morning Workout,1h 9m,2,10.0,10,0,0,,,,8
2021-10-01 10:51:30,Morning Workout,1h 9m,3,10.0,10,0,0,,,,8
2021-10-01 10:51:30,Morning Workout,1h 9m,1,0.0,6,0,0,,,,9
2021-10-01 10:51:30,Morning Workout,1h 9m,2,0.0,6,0,0,,,,9
2021-10-01 10:51:30,Morning Workout,1h 9m,1,10.0,12,0,0,,,,10
2021-10-01 10:51:30,Morning Workout,1h 9m,2,10.0,15,0,0,,,,10
2021-10-01 10:51:30,Morning Workout,1h 9m,3,10.0,15,0,0,,,,10
2021-10-01 10:51:30,Morning Workout,1h 9m,1,25.0,6,0,0,,,,11
2021-10-01 10:51:30,Morning Workout,1h 9m,2,25.0,6,0,0,,,,11
2021-10-01 10:51:30,Morning Workout,1h 9m,3,25.0,6,0,0,,,,11
2021-10-01 10:51:30,Morning Workout,1h 9m,1,40.0,12,0,0,,,,12
2021-10-01 10:51:30,Morning Workout,1h 9m,2,40.0,15,0,0,,,,12
2021-10-01 10:51:30,Morning Workout,1h 9m,3,40.0,15,0,0,,,,12
2021-10-02 10:54:43,Morning Workout,51m,1,0.0,7,0,0,,,,13
2021-10-02 10:54:43,Morning Workout,51m,2,0.0,7,0,0,,,,13
2021-10-02 10:54:43,Morning Workout,51m,3,0.0,7,0,0,,,,13
2021-10-02 10:54:43,Morning Workout,51m,4,0.0,7,0,0,,,,13
2021-10-02 10:54:43,Morning Workout,51m,1,35.0,8,0,0,,,,14
2021-10-02 10:54:43,Morning Workout,51m,2,35.0,8,0,0,,,,14
2021-10-02 10:54:43,Morning Workout,51m,3,35.0,8,0,0,,,,14
2021-10-02 10:54:43,Morning Workout,51m,1,60.0,14,0,0,,,,15
2021-10-02 10:54:43,Morning Workout,51m,2,60.0,14,0,0,,,,15
2021-10-02 10:54:43,Morning Workout,51m,3,60.0,14,0,0,,,,15
2021-10-02 10:54:43,Morning Workout,51m,1,74.99999999999999,6,0,0,,,,16
2021-10-02 10:54:43,Morning Workout,51m,2,60.0,8,0,0,,,,16
2021-10-02 10:54:43,Morning Workout,51m,3,60.0,8,0,0,,,,16
2021-10-02 10:54:43,Morning Workout,51m,1,50.0,12,0,0,,,,17
2021-10-02 10:54:43,Morning Workout,51m,2,50.0,12,0,0,,,,17
2021-10-02 10:54:43,Morning Workout,51m,3,50.0,12,0,0,,,,17
2021-10-02 10:54:43,Morning Workout,51m,1,40.0,9,0,0,,,,18
2021-10-02 10:54:43,Morning Workout,51m,2,40.0,9,0,0,,,,18
2021-10-02 10:54:43,Morning Workout,51m,3,40.0,9,0,0,,,,18
2021-10-03 10:36:09,Morning Workout,48m,1,180.0,10,0,0,,,,19
2021-10-03 10:36:09,Morning Workout,48m,2,180.0,8,0,0,,,,19
2021-10-03 10:36:09,Morning Workout,48m,3,180.0,6,0,0,,,,19
2021-10-03 10:36:09,Morning Workout,48m,1,90.0,12,0,0,,,,20
2021-10-03 10:36:09,Morning Workout,48m,2,90.0,12,0,0,,,,20
2021-10-03 10:36:09,Morning Workout,48m,3,90.0,12,0,0,,,,20
2021-10-03 10:36:09,Morning Workout,48m,1,30.0,20,0,0,,,,21
2021-10-03 10:36:09,Morning Workout,48m,2,30.0,20,0,0,,,,21
2021-10-03 10:36:09,Morning Workout,48m,3,30.0,20,0,0,,,,21
2021-10-03 10:36:09,Morning Workout,48m,1,25.0,10,0,0,,,,22
2021-10-03 10:36:09,Morning Workout,48m,2,25.0,10,0,0,,,,22
2021-10-03 10:36:09,Morning Workout,48m,3,25.0,10,0,0,,,,22
2021-10-03 10:36:09,Morning Workout,48m,1,90.0,17,0,0,,,,3
2021-10-03 10:36:09,Morning Workout,48m,2,95.0,16,0,0,,,,3
2021-10-03 10:36:09,Morning Workout,48m,3,100.0,14,0,0,,,,3
2021-10-03 10:36:09,Morning Workout,48m,4,60.0,8,0,0,,,,3
2021-10-03 10:36:09,Morning Workout,48m,5,30.0,10,0,0,,,,3
2021-10-03 10:36:09,Morning Workout,48m,1,45.0,15,0,0,,,,4
2021-10-03 10:36:09,Morning Workout,48m,2,50.0,15,0,0,,,,4
2021-10-03 10:36:09,Morning Workout,48m,3,50.0,15,0,0,,,,4
2021-10-03 10:36:09,Morning Workout,48m,4,25.0,15,0,0,,,,4
2021-10-03 10:36:09,Morning Workout,48m,5,15.0,15,0,0,,,,4
2021-10-04 10:17:52,Morning Workout,1h 20m,1,80.0,12,0,0,,,,23
2021-10-04 10:17:52,Morning Workout,1h 20m,2,80.0,12,0,0,,,,23
2021-10-04 10:17:52,Morning Workout,1h 20m,3,80.0,11,0,0,,,9.5,23
2021-10-04 10:17:52,Morning Workout,1h 20m,4,80.0,10,0,0,,,9.5,23
2021-10-04 10:17:52,Morning Workout,1h 20m,1,25.0,12,0,0,,,,24
2021-10-04 10:17:52,Morning Workout,1h 20m,2,25.0,10,0,0,,,,24
2021-10-04 10:17:52,Morning Workout,1h 20m,3,25.0,8,0,0,,,,24
2021-10-04 10:17:52,Morning Workout,1h 20m,1,32.5,12,0,0,,,,25
2021-10-04 10:17:52,Morning Workout,1h 20m,2,32.5,12,0,0,,,,25
2021-10-04 10:17:52,Morning Workout,1h 20m,3,32.5,9,0,0,,,,25
2021-10-04 10:17:52,Morning Workout,1h 20m,1,24.0,10,0,0,,,,26
2021-10-04 10:17:52,Morning Workout,1h 20m,2,24.0,10,0,0,,,,26
2021-10-04 10:17:52,Morning Workout,1h 20m,3,24.0,9,0,0,,,,26
2021-10-04 10:17:52,Morning Workout,1h 20m,1,10.0,16,0,0,,,,10
2021-10-04 10:17:52,Morning Workout,1h 20m,2,12.5,10,0,0,,,,10
2021-10-04 10:17:52,Morning Workout,1h 20m,3,12.5,9,0,0,,,,10
2021-10-04 10:17:52,Morning Workout,1h 20m,1,25.0,12,0,0,,,,27
2021-10-04 10:17:52,Morning Workout,1h 20m,2,25.0,12,0,0,,,,27
2021-10-04 10:17:52,Morning Workout,1h 20m,3,25.0,10,0,0,,,10.0,27
2021-10-04 10:17:52,Morning Workout,1h 20m,1,25.0,12,0,0,,,,28
2021-10-04 10:17:52,Morning Workout,1h 20m,2,25.0,15,0,0,,,,28
2021-10-04 10:17:52,Morning Workout,1h 20m,3,25.0,15,0,0,,,,28
2021-10-06 10:05:47,Morning Workout,1h 20m,1,120.0,12,0,0,,,,1
2021-10-06 10:05:47,Morning Workout,1h 20m,2,120.0,11,0,0,,,,1
2021-10-06 10:05:47,Morning Workout,1h 20m,3,120.0,12,0,0,,,,1
2021-10-06 10:05:47,Morning Workout,1h 20m,4,120.0,7,0,0,,,,1
2021-10-06 10:05:47,Morning Workout,1h 20m,1,30.0,6,0,0,,,,2
2021-10-06 10:05:47,Morning Workout,1h 20m,2,30.0,6,0,0,,,,2
2021-10-06 10:05:47,Morning Workout,1h 20m,3,30.0,6,0,0,,,,2
2021-10-06 10:05:47,Morning Workout,1h 20m,1,40.0,10,0,0,,,9.5,29
2021-10-06 10:05:47,Morning Workout,1h 20m,2,40.0,10,0,0,,,,29
2021-10-06 10:05:47,Morning Workout,1h 20m,3,40.0,10,0,0,,,,29
2021-10-06 10:05:47,Morning Workout,1h 20m,1,70.0,15,0,0,,,7.5,3
2021-10-06 10:05:47,Morning Workout,1h 20m,2,70.0,12,0,0,,,,3
2021-10-06 10:05:47,Morning Workout,1h 20m,3,70.0,12,0,0,,,,3
2021-10-06 10:05:47,Morning Workout,1h 20m,1,45.0,15,0,0,,,,4
2021-10-06 10:05:47,Morning Workout,1h 20m,2,50.0,12,0,0,,,,4
2021-10-06 10:05:47,Morning Workout,1h 20m,3,50.0,12,0,0,,,,4
2021-10-06 10:05:47,Morning Workout,1h 20m,1,35.0,12,0,0,,,,30
2021-10-06 10:05:47,Morning Workout,1h 20m,2,35.0,10,0,0,,,9.0,30
2021-10-06 10:05:47,Morning Workout,1h 20m,3,35.0,10,0,0,,,,30
2021-10-06 10:05:47,Morning Workout,1h 20m,1,120.0,10,0,0,,,,31
2021-10-06 10:05:47,Morning Workout,1h 20m,2,120.0,10,0,0,,,,31
2021-10-06 10:05:47,Morning Workout,1h 20m,3,120.0,10,0,0,,,,31
2021-10-07 18:19:30,Evening Workout,1h 15m,1,100.0,10,0,0,,,,5
2021-10-07 18:19:30,Evening Workout,1h 15m,2,100.0,8,0,0,,,,5
2021-10-07 18:19:30,Evening Workout,1h 15m,3,100.0,6,0,0,,,,5
2021-10-07 18:19:30,Evening Workout,1h 15m,4,100.0,6,0,0,,,,5
2021-10-07 18:19:30,Evening Workout,1h 15m,1,27.5,12,0,0,,,,32
2021-10-07 18:19:30,Evening Workout,1h 15m,2,27.5,12,0,0,,,9.0,32
2021-10-07 18:19:30,Evening Workout,1h 15m,3,27.5,12,0,0,,,,32
2021-10-07 18:19:30,Evening Workout,1h 15m,1,22.5,7,0,0,,,,33
2021-10-07 18:19:30,Evening Workout,1h 15m,2,22.5,6,0,0,,,,33
2021-10-07 18:19:30,Evening Workout,1h 15m,3,22.5,6,0,0,,,,33
2021-10-07 18:19:30,Evening Workout,1h 15m,1,70.0,9,0,0,,,,34
2021-10-07 18:19:30,Evening Workout,1h 15m,2,70.0,9,0,0,,,,34
2021-10-07 18:19:30,Evening Workout,1h 15m,3,70.0,8,0,0,,,,34
2021-10-07 18:19:30,Evening Workout,1h 15m,1,24.0,12,0,0,,,,8
2021-10-07 18:19:30,Evening Workout,1h 15m,2,24.0,12,0,0,,,,8
2021-10-07 18:19:30,Evening Workout,1h 15m,3,24.0,12,0,0,,,,8
2021-10-07 18:19:30,Evening Workout,1h 15m,1,25.0,12,0,0,,,,27
2021-10-07 18:19:30,Evening Workout,1h 15m,2,25.0,12,0,0,,,,27
2021-10-07 18:19:30,Evening Workout,1h 15m,3,25.0,10,0,0,,,,27
2021-10-07 18:19:30,Evening Workout,1h 15m,1,12.5,12,0,0,,,,10
2021-10-07 18:19:30,Evening Workout,1h 15m,2,12.5,12,0,0,,,,10
2021-10-07 18:19:30,Evening Workout,1h 15m,1,20.0,15,0,0,,,,12
2021-10-07 18:19:30,Evening Workout,1h 15m,2,22.5,12,0,0,,,,12
2021-10-07 18:19:30,Evening Workout,1h 15m,3,22.5,12,0,0,,,,12
2021-10-08 10:00:05,Morning Workout,1h 14m,1,85.0,10,0,0,,,,35
2021-10-08 10:00:05,Morning Workout,1h 14m,2,85.0,10,0,0,,,,35
2021-10-08 10:00:05,Morning Workout,1h 14m,3,85.0,10,0,0,,,,35
2021-10-08 10:00:05,Morning Workout,1h 14m,1,65.0,12,0,0,,,,36
2021-10-08 10:00:05,Morning Workout,1h 14m,2,65.0,12,0,0,,,,36
2021-10-08 10:00:05,Morning Workout,1h 14m,3,65.0,12,0,0,,,,36
2021-10-08 10:00:05,Morning Workout,1h 14m,1,60.0,12,0,0,,,,15
2021-10-08 10:00:05,Morning Workout,1h 14m,2,60.0,12,0,0,,,,15
2021-10-08 10:00:05,Morning Workout,1h 14m,3,60.0,12,0,0,,,,15
2021-10-08 10:00:05,Morning Workout,1h 14m,1,72.5,12,0,0,,,,37
2021-10-08 10:00:05,Morning Workout,1h 14m,2,72.5,10,0,0,,,,37
2021-10-08 10:00:05,Morning Workout,1h 14m,3,72.5,10,0,0,,,,37
2021-10-08 10:00:05,Morning Workout,1h 14m,1,25.0,12,0,0,,,,17
2021-10-08 10:00:05,Morning Workout,1h 14m,2,25.0,11,0,0,,,,17
2021-10-08 10:00:05,Morning Workout,1h 14m,3,25.0,10,0,0,,,,17
2021-10-08 10:00:05,Morning Workout,1h 14m,1,15.0,12,0,0,,,,38
2021-10-08 10:00:05,Morning Workout,1h 14m,2,15.0,12,0,0,,,,38
2021-10-08 10:00:05,Morning Workout,1h 14m,3,15.0,10,0,0,,,,38
2021-10-08 10:00:05,Morning Workout,1h 14m,1,30.0,12,0,0,,,,39
2021-10-08 10:00:05,Morning Workout,1h 14m,2,30.0,11,0,0,,,,39
2021-10-08 10:00:05,Morning Workout,1h 14m,3,30.0,10,0,0,,,,39
2021-10-09 10:13:24,Morning Workout,1h 6m,1,155.0,5,0,0,,,,40
2021-10-09 10:13:24,Morning Workout,1h 6m,2,155.0,6,0,0,,,,40
2021-10-09 10:13:24,Morning Workout,1h 6m,3,155.0,6,0,0,,,,40
2021-10-09 10:13:24,Morning Workout,1h 6m,4,155.0,6,0,0,,,,40
2021-10-09 10:13:24,Morning Workout,1h 6m,1,160.0,14,0,0,,,,41
2021-10-09 10:13:24,Morning Workout,1h 6m,2,180.0,15,0,0,,,,41
2021-10-09 10:13:24,Morning Workout,1h 6m,3,180.0,15,0,0,,,,41
2021-10-09 10:13:24,Morning Workout,1h 6m,1,40.0,12,0,0,,,,29
2021-10-09 10:13:24,Morning Workout,1h 6m,2,42.5,12,0,0,,,,29
2021-10-09 10:13:24,Morning Workout,1h 6m,3,42.5,12,0,0,,,,29
2021-10-09 10:13:24,Morning Workout,1h 6m,1,85.0,16,0,0,,,,3
2021-10-09 10:13:24,Morning Workout,1h 6m,2,85.0,15,0,0,,,,3
2021-10-09 10:13:24,Morning Workout,1h 6m,3,85.0,12,0,0,,,,3
2021-10-09 10:13:24,Morning Workout,1h 6m,4,55.0,8,0,0,,,,3
2021-10-09 10:13:24,Morning Workout,1h 6m,5,25.0,6,0,0,,,,3
2021-10-09 10:13:24,Morning Workout,1h 6m,1,85.0,15,0,0,,,,4
2021-10-09 10:13:24,Morning Workout,1h 6m,2,85.0,15,0,0,,,,4
2021-10-09 10:13:24,Morning Workout,1h 6m,3,85.0,15,0,0,,,,4
2021-10-09 10:13:24,Morning Workout,1h 6m,4,55.0,10,0,0,,,,4
2021-10-09 10:13:24,Morning Workout,1h 6m,5,25.0,14,0,0,,,,4
2021-10-10 12:07:29,Midday Workout,1h 38m,1,85.0,10,0,0,,,8.5,23
2021-10-10 12:07:29,Midday Workout,1h 38m,2,85.0,10,0,0,,,,23
2021-10-10 12:07:29,Midday Workout,1h 38m,3,85.0,10,0,0,,,,23
2021-10-10 12:07:29,Midday Workout,1h 38m,4,85.0,9,0,0,,,,23
2021-10-10 12:07:29,Midday Workout,1h 38m,1,45.0,10,0,0,,,,42
2021-10-10 12:07:29,Midday Workout,1h 38m,2,45.0,12,0,0,,,,42
2021-10-10 12:07:29,Midday Workout,1h 38m,3,45.0,12,0,0,,,,42
2021-10-10 12:07:29,Midday Workout,1h 38m,1,32.5,11,0,0,,,,25
2021-10-10 12:07:29,Midday Workout,1h 38m,2,32.5,10,0,0,,,,25
2021-10-10 12:07:29,Midday Workout,1h 38m,3,32.5,10,0,0,,,,25
2021-10-10 12:07:29,Midday Workout,1h 38m,1,40.0,8,0,0,,,,43
2021-10-10 12:07:29,Midday Workout,1h 38m,2,40.0,8,0,0,,,,43
2021-10-10 12:07:29,Midday Workout,1h 38m,3,40.0,8,0,0,,,,43
2021-10-10 12:07:29,Midday Workout,1h 38m,1,24.0,10,0,0,,,,26
2021-10-10 12:07:29,Midday Workout,1h 38m,2,24.0,9,0,0,,,,26
2021-10-10 12:07:29,Midday Workout,1h 38m,3,24.0,9,0,0,,,,26
2021-10-10 12:07:29,Midday Workout,1h 38m,1,12.5,10,0,0,,,,10
2021-10-10 12:07:29,Midday Workout,1h 38m,2,12.5,10,0,0,,,,10
2021-10-10 12:07:29,Midday Workout,1h 38m,3,12.5,10,0,0,,,,10
2021-10-10 12:07:29,Midday Workout,1h 38m,1,20.0,15,0,0,,,,12
2021-10-10 12:07:29,Midday Workout,1h 38m,2,20.0,15,0,0,,,,12
2021-10-10 12:07:29,Midday Workout,1h 38m,3,20.0,15,0,0,,,,12
2021-10-10 12:07:29,Midday Workout,1h 38m,1,10.0,9,0,0,,,,44
2021-10-10 12:07:29,Midday Workout,1h 38m,2,10.0,9,0,0,,,,44
2021-10-10 12:07:29,Midday Workout,1h 38m,3,10.0,9,0,0,,,,44
2021-10-11 10:03:03,Morning Workout,1h 10m,1,0.0,7,0,0,,,,13
2021-10-11 10:03:03,Morning Workout,1h 10m,2,0.0,7,0,0,,,,13
2021-10-11 10:03:03,Morning Workout,1h 10m,3,0.0,7,0,0,,,,13
2021-10-11 10:03:03,Morning Workout,1h 10m,1,35.0,10,0,0,,,,45
2021-10-11 10:03:03,Morning Workout,1h 10m,2,35.0,10,0,0,,,,45
2021-10-11 10:03:03,Morning Workout,1h 10m,3,35.0,10,0,0,,,,45
2021-10-11 10:03:03,Morning Workout,1h 10m,1,55.0,10,0,0,,,,46
2021-10-11 10:03:03,Morning Workout,1h 10m,2,55.0,9,0,0,,,,46
2021-10-11 10:03:03,Morning Workout,1h 10m,3,55.0,9,0,0,,,,46
2021-10-11 10:03:03,Morning Workout,1h 10m,1,60.0,13,0,0,,,,15
2021-10-11 10:03:03,Morning Workout,1h 10m,2,60.0,13,0,0,,,,15
2021-10-11 10:03:03,Morning Workout,1h 10m,3,60.0,12,0,0,,,,15
2021-10-11 10:03:03,Morning Workout,1h 10m,1,25.0,15,0,0,,,,17
2021-10-11 10:03:03,Morning Workout,1h 10m,2,25.0,14,0,0,,,,17
2021-10-11 10:03:03,Morning Workout,1h 10m,3,25.0,13,0,0,,,,17
2021-10-11 10:03:03,Morning Workout,1h 10m,1,17.5,11,0,0,,,,38
2021-10-11 10:03:03,Morning Workout,1h 10m,2,17.5,10,0,0,,,,38
2021-10-11 10:03:03,Morning Workout,1h 10m,3,17.5,9,0,0,,,,38
2021-10-13 10:34:02,Morning Workout,1h 21m,1,125.0,10,0,0,,,,1
2021-10-13 10:34:02,Morning Workout,1h 21m,2,125.0,10,0,0,,,,1
2021-10-13 10:34:02,Morning Workout,1h 21m,3,125.0,9,0,0,,,,1
2021-10-13 10:34:02,Morning Workout,1h 21m,4,125.0,9,0,0,,,,1
2021-10-13 10:34:02,Morning Workout,1h 21m,1,22.5,10,0,0,,,,2
2021-10-13 10:34:02,Morning Workout,1h 21m,2,22.5,10,0,0,,,,2
2021-10-13 10:34:02,Morning Workout,1h 21m,3,22.5,10,0,0,,,,2
2021-10-13 10:34:02,Morning Workout,1h 21m,1,95.0,12,0,0,,,,20
2021-10-13 10:34:02,Morning Workout,1h 21m,2,105.0,10,0,0,,,,20
2021-10-13 10:34:02,Morning Workout,1h 21m,3,105.0,10,0,0,,,,20
2021-10-13 10:34:02,Morning Workout,1h 21m,1,85.0,14,0,0,,,,3
2021-10-13 10:34:02,Morning Workout,1h 21m,2,70.0,15,0,0,,,,3
2021-10-13 10:34:02,Morning Workout,1h 21m,3,70.0,15,0,0,,,,3
2021-10-13 10:34:02,Morning Workout,1h 21m,4,55.0,7,0,0,,,,3
2021-10-13 10:34:02,Morning Workout,1h 21m,5,25.0,6,0,0,,,,3
2021-10-13 10:34:02,Morning Workout,1h 21m,1,85.0,15,0,0,,,,4
2021-10-13 10:34:02,Morning Workout,1h 21m,2,85.0,13,0,0,,,,4
2021-10-13 10:34:02,Morning Workout,1h 21m,3,85.0,13,0,0,,,,4
2021-10-13 10:34:02,Morning Workout,1h 21m,4,55.0,12,0,0,,,,4
2021-10-13 10:34:02,Morning Workout,1h 21m,5,40.0,10,0,0,,,,4
2021-10-13 10:34:02,Morning Workout,1h 21m,1,35.0,10,0,0,,,,47
2021-10-13 10:34:02,Morning Workout,1h 21m,2,35.0,10,0,0,,,,47
2021-10-13 10:34:02,Morning Workout,1h 21m,3,35.0,10,0,0,,,,47
2021-10-14 18:29:24,Evening Workout,1h 13m,1,95.0,12,0,0,,,,5
2021-10-14 18:29:24,Evening Workout,1h 13m,2,95.0,10,0,0,,,,5
2021-10-14 18:29:24,Evening Workout,1h 13m,3,95.0,10,0,0,,,,5
2021-10-14 18:29:24,Evening Workout,1h 13m,4,95.0,7,0,0,,,,5
2021-10-14 18:29:24,Evening Workout,1h 13m,1,27.5,12,0,0,,,,32
2021-10-14 18:29:24,Evening Workout,1h 13m,2,27.5,11,0,0,,,,32
2021-10-14 18:29:24,Evening Workout,1h 13m,3,27.5,9,0,0,,,,32
2021-10-14 18:29:24,Evening Workout,1h 13m,1,22.5,11,0,0,,,,48
2021-10-14 18:29:24,Evening Workout,1h 13m,2,22.5,10,0,0,,,,48
2021-10-14 18:29:24,Evening Workout,1h 13m,3,22.5,9,0,0,,,,48
2021-10-14 18:29:24,Evening Workout,1h 13m,1,24.0,13,0,0,,,,49
2021-10-14 18:29:24,Evening Workout,1h 13m,2,24.0,13,0,0,,,,49
2021-10-14 18:29:24,Evening Workout,1h 13m,3,24.0,14,0,0,,,,49
2021-10-14 18:29:24,Evening Workout,1h 13m,1,12.5,12,0,0,,,,10
2021-10-14 18:29:24,Evening Workout,1h 13m,2,12.5,10,0,0,,,,10
2021-10-14 18:29:24,Evening Workout,1h 13m,3,12.5,10,0,0,,,,10
2021-10-14 18:29:24,Evening Workout,1h 13m,1,15.0,12,0,0,,,,12
2021-10-14 18:29:24,Evening Workout,1h 13m,2,15.0,12,0,0,,,,12
2021-10-14 18:29:24,Evening Workout,1h 13m,3,15.0,12,0,0,,,,12
2021-10-15 10:31:23,Morning Workout,1h 9m,1,35.0,11,0,0,,,,45
2021-10-15 10:31:23,Morning Workout,1h 9m,2,35.0,12,0,0,,,,45
2021-10-15 10:31:23,Morning Workout,1h 9m,3,35.0,12,0,0,,,,45
2021-10-15 10:31:23,Morning Workout,1h 9m,4,35.0,4,0,0,,,,45
2021-10-15 10:31:23,Morning Workout,1h 9m,1,70.0,10,0,0,,,,37
2021-10-15 10:31:23,Morning Workout,1h 9m,2,70.0,9,0,0,,,,37
2021-10-15 10:31:23,Morning Workout,1h 9m,3,70.0,9,0,0,,,,37
2021-10-15 10:31:23,Morning Workout,1h 9m,1,65.0,12,0,0,,,,36
2021-10-15 10:31:23,Morning Workout,1h 9m,2,65.0,12,0,0,,,,36
2021-10-15 10:31:23,Morning Workout,1h 9m,3,65.0,12,0,0,,,,36
2021-10-15 10:31:23,Morning Workout,1h 9m,1,25.0,15,0,0,,,,50
2021-10-15 10:31:23,Morning Workout,1h 9m,2,25.0,15,0,0,,,,50
2021-10-15 10:31:23,Morning Workout,1h 9m,3,25.0,13,0,0,,,,50
2021-10-15 10:31:23,Morning Workout,1h 9m,1,17.5,13,0,0,,,,38
2021-10-15 10:31:23,Morning Workout,1h 9m,2,17.5,11,0,0,,,,38
2021-10-15 10:31:23,Morning Workout,1h 9m,3,17.5,10,0,0,,,,38
2021-10-15 10:31:23,Morning Workout,1h 9m,1,30.0,12,0,0,,,,39
2021-10-15 10:31:23,Morning Workout,1h 9m,2,30.0,12,0,0,,,,39
2021-10-15 10:31:23,Morning Workout,1h 9m,3,30.0,12,0,0,,,,39
2021-10-15 10:31:23,Morning Workout,1h 9m,1,35.0,14,0,0,,,,47
2021-10-15 10:31:23,Morning Workout,1h 9m,2,35.0,10,0,0,,,,47
2021-10-15 10:31:23,Morning Workout,1h 9m,3,35.0,10,0,0,,,,47
2021-10-16 10:19:56,Morning Workout,1h 24m,1,160.0,6,0,0,,,,40
2021-10-16 10:19:56,Morning Workout,1h 24m,2,160.0,6,0,0,,,,40
2021-10-16 10:19:56,Morning Workout,1h 24m,3,160.0,6,0,0,,,,40
2021-10-16 10:19:56,Morning Workout,1h 24m,4,160.0,6,0,0,,,,40
2021-10-16 10:19:56,Morning Workout,1h 24m,1,42.5,12,0,0,,,,29
2021-10-16 10:19:56,Morning Workout,1h 24m,2,42.5,12,0,0,,,,29
2021-10-16 10:19:56,Morning Workout,1h 24m,3,42.5,10,0,0,,,,29
2021-10-16 10:19:56,Morning Workout,1h 24m,1,32.5,20,0,0,,,,21
2021-10-16 10:19:56,Morning Workout,1h 24m,2,32.5,20,0,0,,,,21
2021-10-16 10:19:56,Morning Workout,1h 24m,3,32.5,15,0,0,,,,21
2021-10-16 10:19:56,Morning Workout,1h 24m,1,85.0,15,0,0,,,,3
2021-10-16 10:19:56,Morning Workout,1h 24m,2,85.0,15,0,0,,,,3
2021-10-16 10:19:56,Morning Workout,1h 24m,3,85.0,15,0,0,,,,3
2021-10-16 10:19:56,Morning Workout,1h 24m,4,85.0,9,0,0,,,,3
2021-10-16 10:19:56,Morning Workout,1h 24m,5,85.0,8,0,0,,,,3
2021-10-16 10:19:56,Morning Workout,1h 24m,1,100.0,15,0,0,,,,4
2021-10-16 10:19:56,Morning Workout,1h 24m,2,100.0,14,0,0,,,,4
2021-10-16 10:19:56,Morning Workout,1h 24m,3,100.0,10,0,0,,,,4
2021-10-16 10:19:56,Morning Workout,1h 24m,4,70.0,10,0,0,,,,4
2021-10-16 10:19:56,Morning Workout,1h 24m,5,40.0,10,0,0,,,,4
2021-10-16 10:19:56,Morning Workout,1h 24m,1,35.0,12,0,0,,,,47
2021-10-16 10:19:56,Morning Workout,1h 24m,2,35.0,12,0,0,,,,47
2021-10-16 10:19:56,Morning Workout,1h 24m,3,35.0,12,0,0,,,,47
2021-10-16 10:19:56,Morning Workout,1h 24m,1,60.0,12,0,0,,,,51
2021-10-16 10:19:56,Morning Workout,1h 24m,2,60.0,12,0,0,,,,51
2021-10-16 10:19:56,Morning Workout,1h 24m,3,60.0,12,0,0,,,,51
2021-10-17 12:06:06,Midday Workout,1h 23m,1,85.0,10,0,0,,,,23
2021-10-17 12:06:06,Midday Workout,1h 23m,2,85.0,11,0,0,,,,23
